# gapseq version: 1.1 8d4d2ce
# Sequence DB md5sum: 1139b8e (2022-02-11, Bacteria)
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090QLY3	42.449	1.14e-47	167	95	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	120480	119779	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090QLY3	42.449	1.11e-47	167	95	NODE_924_length_18363_cov_191.136 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	13942	13241	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090QLY3	42.449	1.11e-47	167	95	NODE_1029_length_18579_cov_304.051 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4521	5222	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A024GZ62	32.750	1.35e-45	167	96	NODE_41_length_97093_cov_16.3165 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47175	48320	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P9U0C0	35.505	5.63e-46	166	87	NODE_651_length_23519_cov_211.078 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15446	14541	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0H5CJY7	34.565	6.27e-46	166	99	NODE_109_length_75869_cov_133.923 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	26590	27723	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0H5CJY7	34.565	6.20e-46	166	99	NODE_313_length_37923_cov_317.987 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	29965	28832	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0B8NP63	30.867	8.58e-45	166	90	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2132	1074	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0B8NP63	30.867	6.34e-45	166	90	NODE_5253_length_3875_cov_324.676 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1744	2802	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0B8NP63	30.867	6.31e-45	166	90	NODE_5618_length_3831_cov_16.3994 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1700	2758	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0B8NP63	30.867	6.31e-45	166	90	NODE_4704_length_3828_cov_204.407 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	1697	2755	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A081PKT9	33.079	2.58e-45	166	94	NODE_147_length_64801_cov_141.385 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47472	46339	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A081PKT9	33.079	2.44e-45	166	94	NODE_1527_length_13698_cov_334.243 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4563	5696	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A081PKT9	32.824	1.87e-45	166	94	NODE_520_length_29911_cov_16.8431 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	25353	24220	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A081PKT9	32.824	1.79e-45	166	94	NODE_1543_length_12471_cov_210.036 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8979	7846	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P7WHR9	35.309	5.65e-45	165	99	NODE_41_length_97093_cov_16.3165 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47160	48320	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P7W6S8	31.868	4.96e-45	165	91	NODE_41_length_97093_cov_16.3165 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47256	48320	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P7W6S8	31.781	4.40e-45	165	93	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	120810	119746	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P7W6S8	31.781	4.21e-45	165	91	NODE_924_length_18363_cov_191.136 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	14272	13208	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P7W6S8	31.781	4.21e-45	165	91	NODE_1029_length_18579_cov_304.051 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4191	5255	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P6W948	33.166	5.48e-45	165	98	NODE_205_length_50241_cov_19.1055 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	26902	27990	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0H5CVP1	40.000	7.38e-45	165	93	NODE_147_length_64801_cov_141.385 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47472	46348	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0H5CVP1	40.000	6.98e-45	165	93	NODE_1527_length_13698_cov_334.243 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4563	5687	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0H5CVP1	40.000	5.26e-45	165	93	NODE_520_length_29911_cov_16.8431 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	25353	24229	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0H5CVP1	40.000	5.02e-45	165	93	NODE_1543_length_12471_cov_210.036 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8979	7855	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A095C483	31.421	5.95e-45	165	99	NODE_147_length_64801_cov_141.385 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47472	46270	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A095C483	31.421	5.63e-45	165	99	NODE_1527_length_13698_cov_334.243 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4563	5765	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A095C483	31.421	3.54e-45	165	99	NODE_520_length_29911_cov_16.8431 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	25353	24151	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A095C483	31.421	3.38e-45	165	99	NODE_1543_length_12471_cov_210.036 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8979	7777	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P7WHR9	35.309	1.09e-44	164	99	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	120906	119746	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P7WHR9	35.309	1.04e-44	164	99	NODE_924_length_18363_cov_191.136 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	14368	13208	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0P7WHR9	35.309	1.04e-44	164	99	NODE_1029_length_18579_cov_304.051 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4095	5255	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K9YT05	33.915	7.94e-45	164	99	NODE_34_length_130693_cov_153.503 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	107792	108886	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K9YT05	33.915	7.84e-45	164	99	NODE_213_length_47099_cov_362.657 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22705	21611	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0D8FRY3	34.085	9.15e-45	164	99	NODE_178_length_47030_cov_235.184 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	24388	25488	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090KUQ5	32.481	1.68e-44	164	99	NODE_178_length_47030_cov_235.184 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	24388	25485	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0C7KCP9	35.115	2.51e-44	163	99	NODE_178_length_47030_cov_235.184 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	24397	25488	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0C7KCP9	35.115	2.31e-44	163	99	NODE_34_length_130693_cov_153.503 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	107792	108883	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0C7KCP9	35.115	2.28e-44	163	99	NODE_213_length_47099_cov_362.657 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22705	21614	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090RED8	34.568	2.65e-45	163	97	NODE_520_length_29911_cov_16.8431 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	25059	24157	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090RED8	34.568	2.56e-45	163	97	NODE_1543_length_12471_cov_210.036 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8685	7783	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090RED8	34.568	2.49e-45	163	97	NODE_147_length_64801_cov_141.385 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47178	46276	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090RED8	34.568	2.38e-45	163	97	NODE_1527_length_13698_cov_334.243 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4857	5759	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A2SL81|A2SL81_METPP	36.802	2.09e-44	163	99	NODE_498_length_30926_cov_43.4742 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22051	20876	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A2SL81|A2SL81_METPP	36.802	1.97e-44	163	99	NODE_503_length_30277_cov_128.889 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22090	20915	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A2SL81|A2SL81_METPP	36.802	1.95e-44	163	99	NODE_783_length_22675_cov_314.699 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8128	9303	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S7ZZB8	36.391	7.53e-45	162	97	NODE_147_length_64801_cov_141.385 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	47154	46276	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S7ZZB8	36.391	7.21e-45	162	97	NODE_1527_length_13698_cov_334.243 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	4881	5759	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S7ZZB8	36.391	6.82e-45	162	97	NODE_520_length_29911_cov_16.8431 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	25035	24157	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S7ZZB8	36.391	6.58e-45	162	97	NODE_1543_length_12471_cov_210.036 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8661	7783	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K9YT05	33.333	4.89e-44	162	100	NODE_205_length_50241_cov_19.1055 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	26890	27996	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0F2PPA7	34.097	6.71e-44	162	99	NODE_178_length_47030_cov_235.184 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	24388	25491	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0F0H6Q0	30.170	9.15e-44	162	99	NODE_633_length_23858_cov_215.29 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8146	9306	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0F0H6Q0	30.170	4.90e-44	162	99	NODE_503_length_30277_cov_128.889 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22072	20912	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0F0H6Q0	30.170	4.85e-44	162	99	NODE_783_length_22675_cov_314.699 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8146	9306	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0F0H6Q0	30.170	4.81e-44	162	99	NODE_498_length_30926_cov_43.4742 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22033	20873	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0D8FRY3	33.835	6.40e-44	162	99	NODE_34_length_130693_cov_153.503 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	107783	108883	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0D8FRY3	33.835	6.31e-44	162	99	NODE_213_length_47099_cov_362.657 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22714	21614	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0C7KCP9	35.115	4.11e-44	162	99	NODE_205_length_50241_cov_19.1055 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	26902	27993	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090KUQ5	32.481	4.10e-44	162	99	NODE_34_length_130693_cov_153.503 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	107783	108880	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090KUQ5	32.481	4.05e-44	162	99	NODE_213_length_47099_cov_362.657 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22714	21617	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A090KUQ5	32.398	4.33e-44	162	99	NODE_205_length_50241_cov_19.1055 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	26890	27990	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		tr|A2SL81|A2SL81_METPP	36.802	5.00e-44	162	99	NODE_633_length_23858_cov_215.29 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	8128	9303	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0K9YT05	33.666	1.18e-43	161	99	NODE_178_length_47030_cov_235.184 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	24397	25491	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0D8FRY3	33.584	1.13e-43	161	99	NODE_205_length_50241_cov_19.1055 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	26893	27993	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0D0LKN1	38.667	5.70e-44	161	80	NODE_34_length_130693_cov_153.503 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	107918	108817	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0D0LKN1	38.667	5.64e-44	161	80	NODE_213_length_47099_cov_362.657 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22579	21680	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		sp|P14611|THIL_CUPNH	36.802	1.09e-43	161	99	NODE_178_length_47030_cov_235.184 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	24388	25491	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S7ZZB8	33.770	3.37e-44	160	97	NODE_28_length_138615_cov_133.762 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	120591	119746	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16/2.3.1.9		UniRef50_A0A0S7ZZB8	33.770	3.25e-44	160	97	NODE_924_length_18363_cov_191.136 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	14053	13208	|CENTFERM-PWY|	good_blast	NA	rxn00178 rxn00874 rxn23003 	Subunit undefined	0	1
